84247	4514417	6
4562199	3422473	31
1603345	2190917	80
2990628	4514417	6
15275	3526505	212
515969	4583357	17
306730	4514417	6
2771874	4514417	6
3438767	4514417	6
655661	4583357	17
3442512	4514417	6
1522431	4583357	17
4583357	991758	18
2502369	4583357	17
1889946	4514417	6
1641679	4583357	17
2319732	4583357	17
2218717	4583357	17
522065	4514417	6
26266	4514417	6
2748213	4514417	6
1512827	4583357	17
1145536	4583357	17
1479554	4514417	6
4645587	4514417	6
2231902	4583357	17
715168	4583357	17
4029337	4583357	17
2857494	4514417	6
1662500	4583357	17
1655600	4514417	6
1642664	4514417	6
124915	4583357	17
2223881	4583357	17
2288381	4583357	17
3800776	4514417	6
849385	4583357	17
850824	4514417	6
1367935	4514417	6
726360	2012757	80
2292848	4514417	6
2531732	4514417	6
4583357	2451225	38
4234856	4583357	17
1924960	4583357	17
2693248	4514417	6
4478829	4583357	17
2387868	4583357	17
4572650	4583357	17
4326148	4514417	6
3736412	4514417	6
2753662	4514417	6
1814568	4514417	6
3492444	4514417	6
2946479	4583357	17
2416441	4583357	17
2791862	4583357	17
1122077	4583357	32
1913131	4583357	17
15275	2043133	212
1833630	4514417	6
575420	4583357	17
2396260	4514417	6
3516909	4514417	6
717251	4583357	17
432797	4583357	17
388360	4514417	6
4583357	333033	38
1603345	4631207	80
3438767	4583357	17
3860115	1117632	74
601414	4514417	6
1063038	4514417	6
15275	2012757	212
2604947	4583357	17
485922	4514417	6
2481159	4514417	6
4393963	4514417	6
4575382	4583357	17
2867559	1366814	74
3835325	4583357	17
2258426	4514417	6
1009133	4514417	6
3202847	4583357	17
195478	4514417	6
3722340	4583357	23
680735	4583357	32
791567	4514417	6
2604947	4514417	6
3569543	2652351	338
595216	4583357	17
101455	4583357	17
432134	4583357	17
3292170	4583357	32
1328607	4583357	17
3338940	4514417	6
3714151	4583357	32
2609837	4583357	17
1161946	4583357	17
856661	4514417	6
1969780	4514417	6
1379225	4583357	17
4583357	3774821	38
4160246	4583357	17
1285232	4514417	6
174562	4514417	6
934048	4583357	17
3761679	4514417	6
1603345	15275	698
1515837	1603345	72
1848496	4514417	6
726360	4583357	17
1925002	4514417	6
3515232	4514417	6
724711	4514417	6
655882	4583357	17
740558	4583357	17
3716806	3338470	32
224529	4514417	6
476391	4583357	17
3544509	4583357	17
4418892	4514417	6
2156121	4583357	17
1974712	4514417	6
2011557	15275	698
4583357	2289253	38
697803	4514417	6
2745803	4583357	17
2357556	4514417	6
1373419	4514417	6
1340749	4583357	17
372189	4583357	17
3325844	4514417	6
2998836	4583357	24
158585	4583357	17
2312704	4583357	17
1899911	4514417	6
1169434	4583357	17
2205270	4583357	32
2086562	4583357	17
