1232369	3050276	35
1224014	4514417	6
3935109	3050276	24
1897411	3669754	290
4367532	329044	74
3491490	4514417	6
1897240	3050276	24
2974388	4514417	6
1686681	876273	202
2964617	3050276	35
365933	3050276	24
1906944	2344399	1983
3813701	4514417	6
3855027	3050276	24
1814208	3910561	110
4103874	3050276	24
3172612	3050276	24
1531723	4367532	71
1472235	261030	128
1973047	4172349	1355
4142288	3910561	116
423032	4367532	71
2485386	3050276	24
8225	3910561	110
310567	3050276	24
3723817	3050276	17
342731	2020187	24
2992548	3050276	24
3910561	2143716	669
2312767	4642970	133
4323243	3050276	17
2625685	4367532	71
3844414	3050276	24
471932	4367532	71
2586327	3050276	112
3910561	894266	114
3565537	3889800	117
690984	3050276	24
3858317	1906944	109
3050276	3399667	886
3792652	3050276	24
3188735	4514417	6
1712577	3050276	24
1906944	743948	1983
3910561	2302982	41
2931113	3050276	24
1225424	1906944	3389
4265286	3050276	24
3889800	714799	130
3050276	1420750	18
2859297	3910561	110
3050276	4596670	18
1872798	3050276	24
3124980	3889800	124
3142076	3050276	24
4591739	3050276	120
3889800	3189312	932
3639499	4514417	6
4060134	1906944	109
437435	1608492	111
3261177	4367532	71
2587560	3050276	24
1134555	3050276	17
2344399	3050276	112
2318499	3050276	32
3910561	228691	114
3910561	1906376	41
734021	4172349	122
1374532	3050276	24
2233307	3050276	24
1765976	3050276	24
1696673	3050276	24
4367532	1531723	74
2312767	3889800	124
3871386	3050276	24
4425288	3050276	24
2195608	1906944	109
760630	1906944	1482
3221731	4081380	133
3910561	3901793	114
4002910	3669754	290
2994517	2300892	115
3050276	210580	18
94600	3050276	24
3555670	3050276	24
2986453	3889800	124
2954895	3050276	24
1864442	2393387	31
2155642	3050276	24
3901793	2535905	883
1608492	2407009	123
1922577	3050276	24
4585343	4172349	122
461207	3050276	24
2419481	4367532	71
3889800	3863593	932
3742909	3050276	24
3050276	1945316	18
3460083	3050276	112
2950495	3050276	24
3910561	558958	113
4306041	1906944	1482
3889800	568373	130
4220748	1906944	109
4367532	866536	74
3910561	4516401	41
589402	4367532	71
3050276	348578	18
378638	2994517	287
3958609	3050276	17
1392654	3050276	24
3460529	3050276	17
1596033	3889800	124
1906944	1942653	1215
3050276	903142	141
4478690	1906944	3389
2020187	2393387	586
2864292	82415	132
102857	3050276	24
560694	3050276	24
2265553	4367532	71
4172349	788720	118
2512034	1906944	2974
2147381	4172349	122
2477634	4514417	6
3889800	3112428	130
767410	1906944	2077
4371019	3050276	24
3628740	3889800	124
2447319	3050276	24
3889800	233664	130
3339309	3050276	24
576537	3836585	128
254229	1906944	129
4590591	3050276	24
3889800	3958642	932
3392712	3050276	24
399795	3050276	35
3237503	1906944	109
4367532	3390135	74
4172349	1764468	118
20452	3050276	24
4253575	3910561	15
1839312	1906944	1482
3050276	2931364	18
3910561	643402	41
3993630	3050276	24
3050276	3460083	141
2407244	3669754	290
2228181	3910561	593
3792931	3050276	24
2753054	4367532	71
322587	3050276	24
1322070	4514417	6
2961182	3050276	24
3050276	3641741	141
795752	4514417	6
4021611	3910561	116
1224506	1906944	109
3596300	4642970	133
2986453	3910561	110
1390310	4226375	132
3278760	3050276	24
2680167	1906944	109
3534673	3910561	127
586028	1046198	133
589402	3050276	17
3050276	2875767	18
3724484	1618889	132
3889800	2627619	932
1224014	4367532	71
4367532	2940973	74
3910561	695918	108
3580961	1906944	2974
3889800	3972217	932
124772	3910561	127
4367532	3601276	74
3050276	2648219	18
855538	1906944	129
3889800	3963806	932
3050276	1773555	18
696626	3050276	24
752101	1906944	129
2979728	3050276	24
2583916	3050276	35
3747065	4172349	122
2258934	1906944	109
764227	3050276	24
603208	3910561	116
2104110	4514417	6
3269076	3050276	17
4496185	3050276	35
984356	3050276	24
2273933	4514417	6
1073815	4367532	71
2766405	4172349	122
1068204	3669754	290
256600	4514417	6
3873255	3050276	24
3910561	8225	114
4517608	3050276	112
2159283	2994517	287
3910561	349369	108
788720	4172349	122
2990797	3050276	24
3050276	4610414	18
1801620	3558035	929
2254562	4514417	6
2537918	4514417	6
1906944	1188138	695
2994517	4464469	115
368938	3050276	24
3050276	214575	18
4226375	3669754	290
