1909461	2376528	6
2394678	2376528	6
343080	3515944	71
1345211	3515944	71
3515944	976613	74
546944	3515944	71
4413737	3515944	71
969682	2376528	6
2742254	2376528	6
1888846	3515944	71
2441305	3515944	71
1890501	2376528	6
4050927	3515944	71
927450	2376528	6
1547357	3515944	71
3178636	2376528	6
1519419	2376528	6
3287016	2376528	6
492829	3515944	71
1402399	3515944	71
3545065	2376528	6
3377499	3515944	71
636173	2376528	6
2724556	2198643	192
4416632	2376528	6
3240551	3515944	71
4348695	2376528	6
1589132	3515944	71
2726079	2376528	6
1268079	3515944	71
1030990	2376528	6
3114558	3515944	71
3718896	3515944	71
3293069	2376528	6
4244998	2376528	6
3473654	2376528	6
1879522	3515944	71
4123132	2376528	6
4059848	3515944	71
1554159	3515944	71
1576586	2376528	6
3556930	817319	1347
4462908	2376528	6
523260	2376528	6
1765051	2376528	6
3756975	3515944	71
2477966	2376528	6
341891	3515944	71
1312336	2376528	6
4508482	2376528	6
376823	3515944	71
2001999	3515944	71
2771093	3515944	71
2847730	3515944	71
3844500	3515944	71
2433018	2376528	6
2270241	2376528	6
2369622	2376528	6
2913822	2376528	6
3515944	4333054	74
2938739	3515944	71
104117	3515944	71
837548	3515944	71
1293683	3515944	71
4476729	4476205	135
3029237	2376528	6
1915681	2376528	6
4069952	3515944	71
619399	2376528	6
3790753	2376528	6
3588156	3515944	71
2160154	2376528	6
2405505	2376528	6
718772	3515944	71
1264592	3515944	71
920270	3515944	71
2657569	3515944	71
4316671	2376528	6
2335776	3515944	71
1641681	2376528	6
3977050	2376528	6
287410	2376528	6
797096	2376528	6
3118815	2376528	6
1524063	2376528	6
1292940	3515944	71
2763565	3515944	71
224788	3515944	71
3081027	3515944	71
3324639	2376528	6
2915178	3515944	71
2693343	2376528	6
3632038	2376528	6
2187429	3515944	71
647236	2376528	6
132550	3515944	71
1319143	3515944	71
2232576	3515944	71
3170352	3515944	71
3515944	3883644	74
954169	2376528	6
4486218	3515944	71
1965412	3515944	71
389702	2376528	6
1738696	2376528	6
3624756	3515944	71
1591420	3515944	71
1781493	2376528	6
2857352	3515944	71
1468195	2376528	6
4441866	2376528	6
4238744	2376528	6
1321280	3515944	71
3078914	3515944	71
1007628	3515944	71
4334422	3515944	71
3080243	2376528	6
2886946	3515944	71
297275	3515944	71
4531644	2376528	6
3513649	3515944	71
4155277	2376528	6
1081565	2376528	6
3490313	2376528	6
2911257	2376528	6
2408676	3515944	71
2849899	3515944	71
2675327	3515944	71
2825747	2376528	6
3797654	2376528	6
118235	3515944	71
2889821	2376528	6
3023976	2376528	6
3182123	2376528	6
787676	3515944	71
110497	2376528	6
3515944	242373	74
4526870	2376528	6
3387581	2376528	6
498456	2376528	6
3515944	1941098	74
2788846	3515944	71
1036911	3515944	71
2303520	3515944	71
4014740	2376528	6
2723533	3515944	71
4069308	2376528	6
2433769	3515944	71
380582	3515944	71
548160	3515944	71
3164599	2376528	6
2022281	2376528	6
3969913	3515944	71
552078	2376528	6
504703	3515944	71
3296502	3515944	71
253324	2376528	6
4531023	2376528	6
1034822	2376528	6
4590107	3515944	71
1955340	2376528	6
2019015	3515944	71
1882033	2376528	6
389179	2376528	6
3772295	3515944	71
3571029	2376528	6
1966045	3515944	71
59969	3515944	71
2987790	3515944	71
688844	3515944	71
138813	2376528	6
240145	2376528	6
875957	3515944	71
2758797	3515944	71
1224118	2376528	6
3263998	2376528	6
2565255	2376528	6
2198643	2724556	191
711246	2376528	6
3726735	3515944	71
1123627	2376528	6
1504212	3515944	71
3718547	2376528	6
3908768	3515944	71
931294	3515944	71
181541	2376528	6
1750716	3515944	71
3233552	3515944	71
4432482	2376528	6
998324	3515944	71
3583249	2376528	6
4355651	2376528	6
417459	3515944	71
649447	2376528	6
3331460	3515944	71
3973309	3515944	71
3794348	2376528	6
1452487	2376528	6
4448083	3963090	2089
620830	3515944	71
3773501	2376528	6
591614	3515944	71
2657569	2376528	6
802293	3515944	71
1340167	2376528	6
7204	3515944	71
988016	3515944	71
771509	3515944	71
3804297	2376528	6
2582239	3515944	71
1961838	3515944	71
757779	2376528	6
2784774	2376528	6
1961838	2376528	6
219866	3515944	71
4480023	3515944	71
2078079	2376528	6
2438649	2376528	6
1934070	2376528	6
4269702	3515944	71
759379	3515944	71
4635105	3515944	71
3646005	3515944	71
4144552	2376528	6
602015	2376528	6
3937792	2376528	6
392320	3515944	71
4587626	3515944	71
2037036	2376528	6
2591846	3515944	71
3908723	2376528	6
3767130	2376528	6
447885	2376528	6
1713391	2376528	6
1345820	3515944	71
3184649	3515944	71
1969061	2376528	6
627470	3515944	71
4127370	2376528	6
952749	2376528	6
259325	2376528	6
3759977	2376528	6
194938	3515944	71
2108412	2376528	6
4435538	3515944	71
4113972	3515944	71
3404236	2376528	6
1645160	3515944	71
2384381	3515944	71
1732841	2376528	6
1177278	2376528	6
4088968	3515944	71
2802313	3515944	71
1608787	2376528	6
4268412	2376528	6
3062430	2376528	6
3822850	2376528	6
4560339	2376528	6
3271703	3515944	71
4476044	2376528	6
976829	2376528	6
2912967	2376528	6
3477496	2376528	6
314198	3515944	71
3752882	3515944	71
1966077	2376528	6
2157516	2376528	6
2839693	2376528	6
4263320	3515944	71
3685572	2376528	6
1814401	3515944	71
4417852	3515944	71
4262134	3515944	71
2736444	3515944	71
2691129	2376528	6
